Unidade da Federação;Internações;mes;ano;mes_ano
21 Maranhão;482;Jun;2018;2018-06-01
42 Santa Catarina;489;Jun;2018;2018-06-01
13 Amazonas;374;Jun;2018;2018-06-01
52 Goiás;217;Jun;2018;2018-06-01
25 Paraíba;227;Jun;2018;2018-06-01
22 Piauí;176;Jun;2018;2018-06-01
27 Alagoas;239;Jun;2018;2018-06-01
28 Sergipe;178;Jun;2018;2018-06-01
24 Rio Grande do Norte;249;Jun;2018;2018-06-01
32 Espírito Santo;197;Jun;2018;2018-06-01
53 Distrito Federal;200;Jun;2018;2018-06-01
51 Mato Grosso;233;Jun;2018;2018-06-01
50 Mato Grosso do Sul;163;Jun;2018;2018-06-01
17 Tocantins;1;Jun;2018;2018-06-01
16 Amapá;-;Jun;2018;2018-06-01
11 Rondônia;54;Jun;2018;2018-06-01
12 Acre;91;Jun;2018;2018-06-01
14 Roraima;114;Jun;2018;2018-06-01
11 Rondônia;153;Jun;2019;
12 Acre;111;Jun;2019;
13 Amazonas;422;Jun;2019;
14 Roraima;94;Jun;2019;
15 Pará;608;Jun;2019;
16 Amapá;91;Jun;2019;
17 Tocantins;143;Jun;2019;
21 Maranhão;555;Jun;2019;
22 Piauí;306;Jun;2019;
23 Ceará;893;Jun;2019;
24 Rio Grande do Norte;278;Jun;2019;
25 Paraíba;257;Jun;2019;
26 Pernambuco;623;Jun;2019;
27 Alagoas;257;Jun;2019;
28 Sergipe;176;Jun;2019;
29 Bahia;1193;Jun;2019;
31 Minas Gerais;1108;Jun;2019;
32 Espírito Santo;222;Jun;2019;
33 Rio de Janeiro;884;Jun;2019;
35 São Paulo;2208;Jun;2019;
41 Paraná;637;Jun;2019;
42 Santa Catarina;477;Jun;2019;
43 Rio Grande do Sul;521;Jun;2019;
50 Mato Grosso do Sul;137;Jun;2019;
51 Mato Grosso;215;Jun;2019;
52 Goiás;260;Jun;2019;
53 Distrito Federal;165;Jun;2019;
11 Rondônia;141;Jul;2019;
12 Acre;182;Jul;2019;
13 Amazonas;474;Jul;2019;
14 Roraima;145;Jul;2019;
15 Pará;522;Jul;2019;
16 Amapá;92;Jul;2019;
17 Tocantins;129;Jul;2019;
21 Maranhão;567;Jul;2019;
22 Piauí;275;Jul;2019;
23 Ceará;838;Jul;2019;
24 Rio Grande do Norte;307;Jul;2019;
25 Paraíba;276;Jul;2019;
26 Pernambuco;689;Jul;2019;
27 Alagoas;234;Jul;2019;
28 Sergipe;192;Jul;2019;
29 Bahia;1221;Jul;2019;
31 Minas Gerais;1154;Jul;2019;
32 Espírito Santo;242;Jul;2019;
33 Rio de Janeiro;920;Jul;2019;
35 São Paulo;2391;Jul;2019;
41 Paraná;708;Jul;2019;
42 Santa Catarina;481;Jul;2019;
43 Rio Grande do Sul;509;Jul;2019;
50 Mato Grosso do Sul;139;Jul;2019;
51 Mato Grosso;284;Jul;2019;
52 Goiás;274;Jul;2019;
53 Distrito Federal;174;Jul;2019;
11 Rondônia;178;Ago;2019;
12 Acre;140;Ago;2019;
13 Amazonas;445;Ago;2019;
14 Roraima;167;Ago;2019;
15 Pará;539;Ago;2019;
16 Amapá;101;Ago;2019;
17 Tocantins;194;Ago;2019;
21 Maranhão;579;Ago;2019;
22 Piauí;363;Ago;2019;
23 Ceará;877;Ago;2019;
24 Rio Grande do Norte;339;Ago;2019;
25 Paraíba;300;Ago;2019;
26 Pernambuco;751;Ago;2019;
27 Alagoas;298;Ago;2019;
28 Sergipe;173;Ago;2019;
29 Bahia;1414;Ago;2019;
31 Minas Gerais;1208;Ago;2019;
32 Espírito Santo;217;Ago;2019;
33 Rio de Janeiro;1061;Ago;2019;
35 São Paulo;2594;Ago;2019;
41 Paraná;712;Ago;2019;
42 Santa Catarina;572;Ago;2019;
43 Rio Grande do Sul;599;Ago;2019;
50 Mato Grosso do Sul;152;Ago;2019;
51 Mato Grosso;290;Ago;2019;
52 Goiás;332;Ago;2019;
53 Distrito Federal;170;Ago;2019;
11 Rondônia;168;Set;2019;
12 Acre;101;Set;2019;
13 Amazonas;363;Set;2019;
14 Roraima;104;Set;2019;
15 Pará;670;Set;2019;
16 Amapá;115;Set;2019;
17 Tocantins;188;Set;2019;
21 Maranhão;541;Set;2019;
22 Piauí;314;Set;2019;
23 Ceará;774;Set;2019;
24 Rio Grande do Norte;288;Set;2019;
25 Paraíba;309;Set;2019;
26 Pernambuco;693;Set;2019;
27 Alagoas;285;Set;2019;
28 Sergipe;153;Set;2019;
29 Bahia;1369;Set;2019;
31 Minas Gerais;1214;Set;2019;
32 Espírito Santo;248;Set;2019;
33 Rio de Janeiro;1130;Set;2019;
35 São Paulo;2469;Set;2019;
41 Paraná;819;Set;2019;
42 Santa Catarina;578;Set;2019;
43 Rio Grande do Sul;539;Set;2019;
50 Mato Grosso do Sul;135;Set;2019;
51 Mato Grosso;292;Set;2019;
52 Goiás;293;Set;2019;
53 Distrito Federal;195;Set;2019;
11 Rondônia;158;Out;2019;
12 Acre;118;Out;2019;
13 Amazonas;432;Out;2019;
14 Roraima;93;Out;2019;
15 Pará;700;Out;2019;
16 Amapá;110;Out;2019;
17 Tocantins;189;Out;2019;
21 Maranhão;606;Out;2019;
22 Piauí;366;Out;2019;
23 Ceará;775;Out;2019;
24 Rio Grande do Norte;331;Out;2019;
25 Paraíba;324;Out;2019;
26 Pernambuco;753;Out;2019;
27 Alagoas;242;Out;2019;
28 Sergipe;227;Out;2019;
29 Bahia;1428;Out;2019;
31 Minas Gerais;1372;Out;2019;
32 Espírito Santo;257;Out;2019;
33 Rio de Janeiro;1126;Out;2019;
35 São Paulo;2714;Out;2019;
41 Paraná;740;Out;2019;
42 Santa Catarina;625;Out;2019;
43 Rio Grande do Sul;530;Out;2019;
50 Mato Grosso do Sul;191;Out;2019;
51 Mato Grosso;306;Out;2019;
52 Goiás;363;Out;2019;
53 Distrito Federal;186;Out;2019;
11 Rondônia;149;Nov;2019;
12 Acre;97;Nov;2019;
13 Amazonas;385;Nov;2019;
14 Roraima;102;Nov;2019;
15 Pará;644;Nov;2019;
16 Amapá;78;Nov;2019;
17 Tocantins;131;Nov;2019;
21 Maranhão;577;Nov;2019;
22 Piauí;348;Nov;2019;
23 Ceará;768;Nov;2019;
24 Rio Grande do Norte;327;Nov;2019;
25 Paraíba;295;Nov;2019;
26 Pernambuco;794;Nov;2019;
27 Alagoas;241;Nov;2019;
28 Sergipe;245;Nov;2019;
29 Bahia;1412;Nov;2019;
31 Minas Gerais;1252;Nov;2019;
32 Espírito Santo;223;Nov;2019;
33 Rio de Janeiro;1166;Nov;2019;
35 São Paulo;2411;Nov;2019;
41 Paraná;751;Nov;2019;
42 Santa Catarina;591;Nov;2019;
43 Rio Grande do Sul;541;Nov;2019;
50 Mato Grosso do Sul;170;Nov;2019;
51 Mato Grosso;283;Nov;2019;
52 Goiás;289;Nov;2019;
53 Distrito Federal;147;Nov;2019;
11 Rondônia;176;Dez;2019;
12 Acre;84;Dez;2019;
13 Amazonas;311;Dez;2019;
14 Roraima;86;Dez;2019;
15 Pará;574;Dez;2019;
16 Amapá;116;Dez;2019;
17 Tocantins;153;Dez;2019;
21 Maranhão;531;Dez;2019;
22 Piauí;303;Dez;2019;
23 Ceará;822;Dez;2019;
24 Rio Grande do Norte;353;Dez;2019;
25 Paraíba;280;Dez;2019;
26 Pernambuco;754;Dez;2019;
27 Alagoas;292;Dez;2019;
28 Sergipe;249;Dez;2019;
29 Bahia;1227;Dez;2019;
31 Minas Gerais;1226;Dez;2019;
32 Espírito Santo;272;Dez;2019;
33 Rio de Janeiro;968;Dez;2019;
35 São Paulo;2495;Dez;2019;
41 Paraná;695;Dez;2019;
42 Santa Catarina;455;Dez;2019;
43 Rio Grande do Sul;488;Dez;2019;
50 Mato Grosso do Sul;188;Dez;2019;
51 Mato Grosso;255;Dez;2019;
52 Goiás;304;Dez;2019;
53 Distrito Federal;155;Dez;2019;
11 Rondônia;174;Jan;2020;
12 Acre;99;Jan;2020;
13 Amazonas;395;Jan;2020;
14 Roraima;89;Jan;2020;
15 Pará;546;Jan;2020;
16 Amapá;72;Jan;2020;
17 Tocantins;145;Jan;2020;
21 Maranhão;630;Jan;2020;
22 Piauí;411;Jan;2020;
23 Ceará;724;Jan;2020;
24 Rio Grande do Norte;308;Jan;2020;
25 Paraíba;285;Jan;2020;
26 Pernambuco;829;Jan;2020;
27 Alagoas;273;Jan;2020;
28 Sergipe;284;Jan;2020;
29 Bahia;1228;Jan;2020;
31 Minas Gerais;1254;Jan;2020;
32 Espírito Santo;265;Jan;2020;
33 Rio de Janeiro;1040;Jan;2020;
35 São Paulo;2351;Jan;2020;
41 Paraná;823;Jan;2020;
42 Santa Catarina;543;Jan;2020;
43 Rio Grande do Sul;603;Jan;2020;
50 Mato Grosso do Sul;169;Jan;2020;
51 Mato Grosso;267;Jan;2020;
52 Goiás;255;Jan;2020;
53 Distrito Federal;227;Jan;2020;
11 Rondônia;182;Fev;2020;
12 Acre;123;Fev;2020;
13 Amazonas;423;Fev;2020;
14 Roraima;101;Fev;2020;
15 Pará;591;Fev;2020;
16 Amapá;143;Fev;2020;
17 Tocantins;133;Fev;2020;
21 Maranhão;583;Fev;2020;
22 Piauí;355;Fev;2020;
23 Ceará;782;Fev;2020;
24 Rio Grande do Norte;296;Fev;2020;
25 Paraíba;279;Fev;2020;
26 Pernambuco;651;Fev;2020;
27 Alagoas;319;Fev;2020;
28 Sergipe;245;Fev;2020;
29 Bahia;1235;Fev;2020;
31 Minas Gerais;1074;Fev;2020;
32 Espírito Santo;218;Fev;2020;
33 Rio de Janeiro;1034;Fev;2020;
35 São Paulo;2236;Fev;2020;
41 Paraná;800;Fev;2020;
42 Santa Catarina;453;Fev;2020;
43 Rio Grande do Sul;521;Fev;2020;
50 Mato Grosso do Sul;191;Fev;2020;
51 Mato Grosso;285;Fev;2020;
52 Goiás;290;Fev;2020;
53 Distrito Federal;187;Fev;2020;
11 Rondônia;166;Mar;2020;
12 Acre;130;Mar;2020;
13 Amazonas;424;Mar;2020;
14 Roraima;83;Mar;2020;
15 Pará;627;Mar;2020;
16 Amapá;111;Mar;2020;
17 Tocantins;111;Mar;2020;
21 Maranhão;546;Mar;2020;
22 Piauí;252;Mar;2020;
23 Ceará;640;Mar;2020;
24 Rio Grande do Norte;331;Mar;2020;
25 Paraíba;309;Mar;2020;
26 Pernambuco;735;Mar;2020;
27 Alagoas;254;Mar;2020;
28 Sergipe;218;Mar;2020;
29 Bahia;1136;Mar;2020;
31 Minas Gerais;1021;Mar;2020;
32 Espírito Santo;248;Mar;2020;
33 Rio de Janeiro;954;Mar;2020;
35 São Paulo;2272;Mar;2020;
41 Paraná;597;Mar;2020;
42 Santa Catarina;449;Mar;2020;
43 Rio Grande do Sul;526;Mar;2020;
50 Mato Grosso do Sul;124;Mar;2020;
51 Mato Grosso;233;Mar;2020;
52 Goiás;242;Mar;2020;
53 Distrito Federal;189;Mar;2020;
11 Rondônia;150;Abr;2020;
12 Acre;100;Abr;2020;
13 Amazonas;378;Abr;2020;
14 Roraima;86;Abr;2020;
15 Pará;543;Abr;2020;
16 Amapá;37;Abr;2020;
17 Tocantins;129;Abr;2020;
21 Maranhão;474;Abr;2020;
22 Piauí;238;Abr;2020;
23 Ceará;744;Abr;2020;
24 Rio Grande do Norte;295;Abr;2020;
25 Paraíba;286;Abr;2020;
26 Pernambuco;549;Abr;2020;
27 Alagoas;305;Abr;2020;
28 Sergipe;190;Abr;2020;
29 Bahia;1030;Abr;2020;
31 Minas Gerais;951;Abr;2020;
32 Espírito Santo;202;Abr;2020;
33 Rio de Janeiro;905;Abr;2020;
35 São Paulo;2008;Abr;2020;
41 Paraná;676;Abr;2020;
42 Santa Catarina;463;Abr;2020;
43 Rio Grande do Sul;506;Abr;2020;
50 Mato Grosso do Sul;138;Abr;2020;
51 Mato Grosso;256;Abr;2020;
52 Goiás;253;Abr;2020;
53 Distrito Federal;182;Abr;2020;
11 Rondônia;184;Mai;2020;
12 Acre;109;Mai;2020;
13 Amazonas;346;Mai;2020;
14 Roraima;99;Mai;2020;
15 Pará;552;Mai;2020;
16 Amapá;81;Mai;2020;
17 Tocantins;121;Mai;2020;
21 Maranhão;460;Mai;2020;
22 Piauí;236;Mai;2020;
23 Ceará;723;Mai;2020;
24 Rio Grande do Norte;252;Mai;2020;
25 Paraíba;246;Mai;2020;
26 Pernambuco;581;Mai;2020;
27 Alagoas;189;Mai;2020;
28 Sergipe;195;Mai;2020;
29 Bahia;1002;Mai;2020;
31 Minas Gerais;992;Mai;2020;
32 Espírito Santo;190;Mai;2020;
33 Rio de Janeiro;873;Mai;2020;
35 São Paulo;2148;Mai;2020;
41 Paraná;621;Mai;2020;
42 Santa Catarina;497;Mai;2020;
43 Rio Grande do Sul;446;Mai;2020;
50 Mato Grosso do Sul;147;Mai;2020;
51 Mato Grosso;240;Mai;2020;
52 Goiás;249;Mai;2020;
53 Distrito Federal;163;Mai;2020;
11 Rondônia;145;Jun;2020;
12 Acre;101;Jun;2020;
13 Amazonas;353;Jun;2020;
14 Roraima;89;Jun;2020;
15 Pará;586;Jun;2020;
16 Amapá;98;Jun;2020;
17 Tocantins;94;Jun;2020;
21 Maranhão;400;Jun;2020;
22 Piauí;292;Jun;2020;
23 Ceará;699;Jun;2020;
24 Rio Grande do Norte;345;Jun;2020;
25 Paraíba;254;Jun;2020;
26 Pernambuco;553;Jun;2020;
27 Alagoas;177;Jun;2020;
28 Sergipe;199;Jun;2020;
29 Bahia;971;Jun;2020;
31 Minas Gerais;1033;Jun;2020;
32 Espírito Santo;204;Jun;2020;
33 Rio de Janeiro;854;Jun;2020;
35 São Paulo;2128;Jun;2020;
41 Paraná;601;Jun;2020;
42 Santa Catarina;371;Jun;2020;
43 Rio Grande do Sul;437;Jun;2020;
50 Mato Grosso do Sul;123;Jun;2020;
51 Mato Grosso;222;Jun;2020;
52 Goiás;229;Jun;2020;
53 Distrito Federal;136;Jun;2020;
11 Rondônia;144;Jul;2020;
12 Acre;102;Jul;2020;
13 Amazonas;358;Jul;2020;
14 Roraima;86;Jul;2020;
15 Pará;516;Jul;2020;
16 Amapá;174;Jul;2020;
17 Tocantins;142;Jul;2020;
21 Maranhão;488;Jul;2020;
22 Piauí;315;Jul;2020;
23 Ceará;741;Jul;2020;
24 Rio Grande do Norte;303;Jul;2020;
25 Paraíba;277;Jul;2020;
26 Pernambuco;674;Jul;2020;
27 Alagoas;229;Jul;2020;
28 Sergipe;178;Jul;2020;
29 Bahia;1004;Jul;2020;
31 Minas Gerais;1083;Jul;2020;
32 Espírito Santo;230;Jul;2020;
33 Rio de Janeiro;1023;Jul;2020;
35 São Paulo;2247;Jul;2020;
41 Paraná;678;Jul;2020;
42 Santa Catarina;466;Jul;2020;
43 Rio Grande do Sul;479;Jul;2020;
50 Mato Grosso do Sul;148;Jul;2020;
51 Mato Grosso;248;Jul;2020;
52 Goiás;283;Jul;2020;
53 Distrito Federal;132;Jul;2020;
11 Rondônia;151;Ago;2020;
12 Acre;129;Ago;2020;
13 Amazonas;318;Ago;2020;
14 Roraima;97;Ago;2020;
15 Pará;593;Ago;2020;
16 Amapá;100;Ago;2020;
17 Tocantins;3;Ago;2020;
21 Maranhão;513;Ago;2020;
22 Piauí;285;Ago;2020;
23 Ceará;712;Ago;2020;
24 Rio Grande do Norte;309;Ago;2020;
25 Paraíba;255;Ago;2020;
26 Pernambuco;618;Ago;2020;
27 Alagoas;250;Ago;2020;
28 Sergipe;198;Ago;2020;
29 Bahia;1147;Ago;2020;
31 Minas Gerais;1036;Ago;2020;
32 Espírito Santo;196;Ago;2020;
33 Rio de Janeiro;944;Ago;2020;
35 São Paulo;2229;Ago;2020;
41 Paraná;705;Ago;2020;
42 Santa Catarina;411;Ago;2020;
43 Rio Grande do Sul;477;Ago;2020;
50 Mato Grosso do Sul;138;Ago;2020;
51 Mato Grosso;252;Ago;2020;
52 Goiás;276;Ago;2020;
53 Distrito Federal;120;Ago;2020;
11 Rondônia;130;Set;2020;
12 Acre;130;Set;2020;
13 Amazonas;456;Set;2020;
14 Roraima;80;Set;2020;
15 Pará;538;Set;2020;
16 Amapá;98;Set;2020;
17 Tocantins;1;Set;2020;
21 Maranhão;525;Set;2020;
22 Piauí;332;Set;2020;
23 Ceará;743;Set;2020;
24 Rio Grande do Norte;314;Set;2020;
25 Paraíba;295;Set;2020;
26 Pernambuco;620;Set;2020;
27 Alagoas;245;Set;2020;
28 Sergipe;194;Set;2020;
29 Bahia;1085;Set;2020;
31 Minas Gerais;1099;Set;2020;
32 Espírito Santo;169;Set;2020;
33 Rio de Janeiro;1025;Set;2020;
35 São Paulo;2201;Set;2020;
41 Paraná;660;Set;2020;
42 Santa Catarina;460;Set;2020;
43 Rio Grande do Sul;475;Set;2020;
50 Mato Grosso do Sul;137;Set;2020;
51 Mato Grosso;257;Set;2020;
52 Goiás;287;Set;2020;
53 Distrito Federal;134;Set;2020;
11 Rondônia;78;Out;2020;
12 Acre;112;Out;2020;
13 Amazonas;362;Out;2020;
14 Roraima;93;Out;2020;
15 Pará;564;Out;2020;
16 Amapá;44;Out;2020;
17 Tocantins;4;Out;2020;
21 Maranhão;526;Out;2020;
22 Piauí;282;Out;2020;
23 Ceará;793;Out;2020;
24 Rio Grande do Norte;318;Out;2020;
25 Paraíba;309;Out;2020;
26 Pernambuco;660;Out;2020;
27 Alagoas;281;Out;2020;
28 Sergipe;217;Out;2020;
29 Bahia;1323;Out;2020;
31 Minas Gerais;1222;Out;2020;
32 Espírito Santo;224;Out;2020;
33 Rio de Janeiro;1044;Out;2020;
35 São Paulo;2358;Out;2020;
41 Paraná;769;Out;2020;
42 Santa Catarina;503;Out;2020;
43 Rio Grande do Sul;572;Out;2020;
50 Mato Grosso do Sul;132;Out;2020;
51 Mato Grosso;275;Out;2020;
52 Goiás;263;Out;2020;
53 Distrito Federal;159;Out;2020;
11 Rondônia;88;Nov;2020;
12 Acre;145;Nov;2020;
13 Amazonas;373;Nov;2020;
14 Roraima;86;Nov;2020;
15 Pará;504;Nov;2020;
16 Amapá;69;Nov;2020;
17 Tocantins;1;Nov;2020;
21 Maranhão;569;Nov;2020;
22 Piauí;268;Nov;2020;
23 Ceará;822;Nov;2020;
24 Rio Grande do Norte;260;Nov;2020;
25 Paraíba;267;Nov;2020;
26 Pernambuco;727;Nov;2020;
27 Alagoas;229;Nov;2020;
28 Sergipe;262;Nov;2020;
29 Bahia;1278;Nov;2020;
31 Minas Gerais;994;Nov;2020;
32 Espírito Santo;209;Nov;2020;
33 Rio de Janeiro;922;Nov;2020;
35 São Paulo;2217;Nov;2020;
41 Paraná;712;Nov;2020;
42 Santa Catarina;463;Nov;2020;
43 Rio Grande do Sul;515;Nov;2020;
50 Mato Grosso do Sul;127;Nov;2020;
51 Mato Grosso;250;Nov;2020;
52 Goiás;223;Nov;2020;
53 Distrito Federal;136;Nov;2020;
11 Rondônia;28;Dez;2020;
12 Acre;121;Dez;2020;
13 Amazonas;42;Dez;2020;
14 Roraima;69;Dez;2020;
15 Pará;472;Dez;2020;
16 Amapá;110;Dez;2020;
21 Maranhão;502;Dez;2020;
22 Piauí;220;Dez;2020;
23 Ceará;659;Dez;2020;
24 Rio Grande do Norte;246;Dez;2020;
25 Paraíba;274;Dez;2020;
26 Pernambuco;720;Dez;2020;
27 Alagoas;246;Dez;2020;
28 Sergipe;164;Dez;2020;
29 Bahia;1122;Dez;2020;
31 Minas Gerais;858;Dez;2020;
32 Espírito Santo;217;Dez;2020;
33 Rio de Janeiro;923;Dez;2020;
35 São Paulo;2092;Dez;2020;
41 Paraná;649;Dez;2020;
42 Santa Catarina;358;Dez;2020;
43 Rio Grande do Sul;420;Dez;2020;
50 Mato Grosso do Sul;111;Dez;2020;
51 Mato Grosso;197;Dez;2020;
52 Goiás;184;Dez;2020;
53 Distrito Federal;148;Dez;2020;
