Unidade da Federação;Internações;mes;ano;mes_ano
28 Sergipe;369;Mar;2013;2013-03-01
24 Rio Grande do Norte;223;Mar;2013;2013-03-01
32 Espírito Santo;245;Mar;2013;2013-03-01
53 Distrito Federal;359;Mar;2013;2013-03-01
51 Mato Grosso;238;Mar;2013;2013-03-01
50 Mato Grosso do Sul;240;Mar;2013;2013-03-01
17 Tocantins;166;Mar;2013;2013-03-01
16 Amapá;182;Mar;2013;2013-03-01
11 Rondônia;207;Mar;2013;2013-03-01
12 Acre;89;Mar;2013;2013-03-01
14 Roraima;181;Mar;2013;2013-03-01
35 São Paulo;2719;Abr;2013;2013-04-01
29 Bahia;1529;Abr;2013;2013-04-01
31 Minas Gerais;1419;Abr;2013;2013-04-01
33 Rio de Janeiro;1263;Abr;2013;2013-04-01
26 Pernambuco;796;Abr;2013;2013-04-01
23 Ceará;794;Abr;2013;2013-04-01
41 Paraná;704;Abr;2013;2013-04-01
15 Pará;702;Abr;2013;2013-04-01
43 Rio Grande do Sul;588;Abr;2013;2013-04-01
21 Maranhão;637;Abr;2013;2013-04-01
42 Santa Catarina;466;Abr;2013;2013-04-01
13 Amazonas;529;Abr;2013;2013-04-01
52 Goiás;369;Abr;2013;2013-04-01
25 Paraíba;279;Abr;2013;2013-04-01
22 Piauí;321;Abr;2013;2013-04-01
27 Alagoas;298;Abr;2013;2013-04-01
28 Sergipe;217;Abr;2013;2013-04-01
24 Rio Grande do Norte;184;Abr;2013;2013-04-01
32 Espírito Santo;258;Abr;2013;2013-04-01
53 Distrito Federal;223;Abr;2013;2013-04-01
51 Mato Grosso;218;Abr;2013;2013-04-01
50 Mato Grosso do Sul;168;Abr;2013;2013-04-01
17 Tocantins;135;Abr;2013;2013-04-01
16 Amapá;178;Abr;2013;2013-04-01
11 Rondônia;186;Abr;2013;2013-04-01
12 Acre;114;Abr;2013;2013-04-01
14 Roraima;95;Abr;2013;2013-04-01
35 São Paulo;2461;Mai;2013;2013-05-01
29 Bahia;1285;Mai;2013;2013-05-01
31 Minas Gerais;1379;Mai;2013;2013-05-01
33 Rio de Janeiro;1186;Mai;2013;2013-05-01
26 Pernambuco;813;Mai;2013;2013-05-01
23 Ceará;700;Mai;2013;2013-05-01
41 Paraná;696;Mai;2013;2013-05-01
15 Pará;789;Mai;2013;2013-05-01
43 Rio Grande do Sul;553;Mai;2013;2013-05-01
21 Maranhão;525;Mai;2013;2013-05-01
42 Santa Catarina;507;Mai;2013;2013-05-01
13 Amazonas;579;Mai;2013;2013-05-01
52 Goiás;287;Mai;2013;2013-05-01
25 Paraíba;329;Mai;2013;2013-05-01
22 Piauí;295;Mai;2013;2013-05-01
27 Alagoas;315;Mai;2013;2013-05-01
28 Sergipe;268;Mai;2013;2013-05-01
24 Rio Grande do Norte;204;Mai;2013;2013-05-01
32 Espírito Santo;233;Mai;2013;2013-05-01
53 Distrito Federal;242;Mai;2013;2013-05-01
51 Mato Grosso;214;Mai;2013;2013-05-01
50 Mato Grosso do Sul;188;Mai;2013;2013-05-01
17 Tocantins;162;Mai;2013;2013-05-01
16 Amapá;141;Mai;2013;2013-05-01
11 Rondônia;174;Mai;2013;2013-05-01
12 Acre;95;Mai;2013;2013-05-01
14 Roraima;118;Mai;2013;2013-05-01
35 São Paulo;2556;Jun;2013;2013-06-01
29 Bahia;1346;Jun;2013;2013-06-01
31 Minas Gerais;1357;Jun;2013;2013-06-01
33 Rio de Janeiro;1215;Jun;2013;2013-06-01
26 Pernambuco;807;Jun;2013;2013-06-01
23 Ceará;627;Jun;2013;2013-06-01
41 Paraná;733;Jun;2013;2013-06-01
15 Pará;752;Jun;2013;2013-06-01
43 Rio Grande do Sul;561;Jun;2013;2013-06-01
21 Maranhão;545;Jun;2013;2013-06-01
42 Santa Catarina;470;Jun;2013;2013-06-01
13 Amazonas;549;Jun;2013;2013-06-01
52 Goiás;309;Jun;2013;2013-06-01
25 Paraíba;296;Jun;2013;2013-06-01
22 Piauí;302;Jun;2013;2013-06-01
27 Alagoas;266;Jun;2013;2013-06-01
28 Sergipe;247;Jun;2013;2013-06-01
24 Rio Grande do Norte;208;Jun;2013;2013-06-01
32 Espírito Santo;236;Jun;2013;2013-06-01
53 Distrito Federal;215;Jun;2013;2013-06-01
51 Mato Grosso;200;Jun;2013;2013-06-01
50 Mato Grosso do Sul;176;Jun;2013;2013-06-01
17 Tocantins;146;Jun;2013;2013-06-01
16 Amapá;132;Jun;2013;2013-06-01
11 Rondônia;121;Jun;2013;2013-06-01
12 Acre;89;Jun;2013;2013-06-01
14 Roraima;143;Jun;2013;2013-06-01
35 São Paulo;2795;Jul;2013;2013-07-01
29 Bahia;1535;Jul;2013;2013-07-01
31 Minas Gerais;1424;Jul;2013;2013-07-01
33 Rio de Janeiro;1312;Jul;2013;2013-07-01
26 Pernambuco;830;Jul;2013;2013-07-01
23 Ceará;752;Jul;2013;2013-07-01
41 Paraná;760;Jul;2013;2013-07-01
15 Pará;802;Jul;2013;2013-07-01
43 Rio Grande do Sul;589;Jul;2013;2013-07-01
21 Maranhão;680;Jul;2013;2013-07-01
42 Santa Catarina;513;Jul;2013;2013-07-01
13 Amazonas;563;Jul;2013;2013-07-01
52 Goiás;322;Jul;2013;2013-07-01
25 Paraíba;308;Jul;2013;2013-07-01
22 Piauí;286;Jul;2013;2013-07-01
27 Alagoas;278;Jul;2013;2013-07-01
28 Sergipe;221;Jul;2013;2013-07-01
24 Rio Grande do Norte;264;Jul;2013;2013-07-01
32 Espírito Santo;264;Jul;2013;2013-07-01
53 Distrito Federal;262;Jul;2013;2013-07-01
51 Mato Grosso;214;Jul;2013;2013-07-01
50 Mato Grosso do Sul;204;Jul;2013;2013-07-01
17 Tocantins;151;Jul;2013;2013-07-01
16 Amapá;152;Jul;2013;2013-07-01
11 Rondônia;179;Jul;2013;2013-07-01
12 Acre;89;Jul;2013;2013-07-01
14 Roraima;116;Jul;2013;2013-07-01
35 São Paulo;3078;Ago;2013;2013-08-01
29 Bahia;1722;Ago;2013;2013-08-01
31 Minas Gerais;1553;Ago;2013;2013-08-01
33 Rio de Janeiro;1439;Ago;2013;2013-08-01
26 Pernambuco;866;Ago;2013;2013-08-01
23 Ceará;682;Ago;2013;2013-08-01
41 Paraná;785;Ago;2013;2013-08-01
15 Pará;712;Ago;2013;2013-08-01
43 Rio Grande do Sul;561;Ago;2013;2013-08-01
21 Maranhão;594;Ago;2013;2013-08-01
42 Santa Catarina;528;Ago;2013;2013-08-01
13 Amazonas;538;Ago;2013;2013-08-01
52 Goiás;400;Ago;2013;2013-08-01
25 Paraíba;310;Ago;2013;2013-08-01
22 Piauí;348;Ago;2013;2013-08-01
27 Alagoas;312;Ago;2013;2013-08-01
28 Sergipe;244;Ago;2013;2013-08-01
24 Rio Grande do Norte;233;Ago;2013;2013-08-01
32 Espírito Santo;237;Ago;2013;2013-08-01
53 Distrito Federal;265;Ago;2013;2013-08-01
51 Mato Grosso;228;Ago;2013;2013-08-01
50 Mato Grosso do Sul;228;Ago;2013;2013-08-01
17 Tocantins;156;Ago;2013;2013-08-01
16 Amapá;144;Ago;2013;2013-08-01
11 Rondônia;145;Ago;2013;2013-08-01
12 Acre;88;Ago;2013;2013-08-01
14 Roraima;123;Ago;2013;2013-08-01
35 São Paulo;3070;Set;2013;2013-09-01
29 Bahia;1697;Set;2013;2013-09-01
31 Minas Gerais;1620;Set;2013;2013-09-01
33 Rio de Janeiro;1411;Set;2013;2013-09-01
26 Pernambuco;861;Set;2013;2013-09-01
23 Ceará;741;Set;2013;2013-09-01
41 Paraná;718;Set;2013;2013-09-01
15 Pará;756;Set;2013;2013-09-01
43 Rio Grande do Sul;572;Set;2013;2013-09-01
21 Maranhão;611;Set;2013;2013-09-01
42 Santa Catarina;534;Set;2013;2013-09-01
13 Amazonas;504;Set;2013;2013-09-01
52 Goiás;376;Set;2013;2013-09-01
25 Paraíba;362;Set;2013;2013-09-01
22 Piauí;338;Set;2013;2013-09-01
27 Alagoas;285;Set;2013;2013-09-01
28 Sergipe;249;Set;2013;2013-09-01
24 Rio Grande do Norte;277;Set;2013;2013-09-01
32 Espírito Santo;287;Set;2013;2013-09-01
53 Distrito Federal;286;Set;2013;2013-09-01
51 Mato Grosso;248;Set;2013;2013-09-01
50 Mato Grosso do Sul;226;Set;2013;2013-09-01
17 Tocantins;187;Set;2013;2013-09-01
16 Amapá;136;Set;2013;2013-09-01
11 Rondônia;170;Set;2013;2013-09-01
12 Acre;93;Set;2013;2013-09-01
14 Roraima;81;Set;2013;2013-09-01
35 São Paulo;3305;Out;2013;2013-10-01
29 Bahia;1736;Out;2013;2013-10-01
31 Minas Gerais;1587;Out;2013;2013-10-01
33 Rio de Janeiro;1515;Out;2013;2013-10-01
26 Pernambuco;903;Out;2013;2013-10-01
23 Ceará;947;Out;2013;2013-10-01
41 Paraná;721;Out;2013;2013-10-01
15 Pará;824;Out;2013;2013-10-01
43 Rio Grande do Sul;607;Out;2013;2013-10-01
21 Maranhão;696;Out;2013;2013-10-01
42 Santa Catarina;530;Out;2013;2013-10-01
13 Amazonas;572;Out;2013;2013-10-01
52 Goiás;341;Out;2013;2013-10-01
25 Paraíba;340;Out;2013;2013-10-01
22 Piauí;344;Out;2013;2013-10-01
27 Alagoas;337;Out;2013;2013-10-01
28 Sergipe;276;Out;2013;2013-10-01
24 Rio Grande do Norte;266;Out;2013;2013-10-01
32 Espírito Santo;261;Out;2013;2013-10-01
53 Distrito Federal;206;Out;2013;2013-10-01
51 Mato Grosso;237;Out;2013;2013-10-01
50 Mato Grosso do Sul;200;Out;2013;2013-10-01
17 Tocantins;188;Out;2013;2013-10-01
16 Amapá;111;Out;2013;2013-10-01
11 Rondônia;135;Out;2013;2013-10-01
12 Acre;120;Out;2013;2013-10-01
14 Roraima;151;Out;2013;2013-10-01
35 São Paulo;3073;Nov;2013;2013-11-01
29 Bahia;1629;Nov;2013;2013-11-01
31 Minas Gerais;1467;Nov;2013;2013-11-01
33 Rio de Janeiro;1383;Nov;2013;2013-11-01
26 Pernambuco;964;Nov;2013;2013-11-01
23 Ceará;725;Nov;2013;2013-11-01
41 Paraná;777;Nov;2013;2013-11-01
15 Pará;768;Nov;2013;2013-11-01
43 Rio Grande do Sul;607;Nov;2013;2013-11-01
21 Maranhão;700;Nov;2013;2013-11-01
42 Santa Catarina;570;Nov;2013;2013-11-01
13 Amazonas;528;Nov;2013;2013-11-01
52 Goiás;390;Nov;2013;2013-11-01
25 Paraíba;356;Nov;2013;2013-11-01
22 Piauí;356;Nov;2013;2013-11-01
27 Alagoas;250;Nov;2013;2013-11-01
28 Sergipe;330;Nov;2013;2013-11-01
24 Rio Grande do Norte;289;Nov;2013;2013-11-01
32 Espírito Santo;223;Nov;2013;2013-11-01
53 Distrito Federal;200;Nov;2013;2013-11-01
51 Mato Grosso;257;Nov;2013;2013-11-01
50 Mato Grosso do Sul;207;Nov;2013;2013-11-01
17 Tocantins;183;Nov;2013;2013-11-01
16 Amapá;113;Nov;2013;2013-11-01
11 Rondônia;173;Nov;2013;2013-11-01
12 Acre;115;Nov;2013;2013-11-01
14 Roraima;87;Nov;2013;2013-11-01
35 São Paulo;2777;Dez;2013;2013-12-01
29 Bahia;1594;Dez;2013;2013-12-01
31 Minas Gerais;1434;Dez;2013;2013-12-01
33 Rio de Janeiro;1244;Dez;2013;2013-12-01
26 Pernambuco;955;Dez;2013;2013-12-01
23 Ceará;858;Dez;2013;2013-12-01
41 Paraná;690;Dez;2013;2013-12-01
15 Pará;768;Dez;2013;2013-12-01
43 Rio Grande do Sul;574;Dez;2013;2013-12-01
21 Maranhão;617;Dez;2013;2013-12-01
42 Santa Catarina;526;Dez;2013;2013-12-01
13 Amazonas;517;Dez;2013;2013-12-01
52 Goiás;332;Dez;2013;2013-12-01
25 Paraíba;301;Dez;2013;2013-12-01
22 Piauí;296;Dez;2013;2013-12-01
27 Alagoas;308;Dez;2013;2013-12-01
28 Sergipe;287;Dez;2013;2013-12-01
24 Rio Grande do Norte;334;Dez;2013;2013-12-01
32 Espírito Santo;226;Dez;2013;2013-12-01
53 Distrito Federal;199;Dez;2013;2013-12-01
51 Mato Grosso;249;Dez;2013;2013-12-01
50 Mato Grosso do Sul;204;Dez;2013;2013-12-01
17 Tocantins;157;Dez;2013;2013-12-01
16 Amapá;114;Dez;2013;2013-12-01
11 Rondônia;94;Dez;2013;2013-12-01
12 Acre;105;Dez;2013;2013-12-01
14 Roraima;44;Dez;2013;2013-12-01
35 São Paulo;3081;Jan;2014;2014-01-01
29 Bahia;1588;Jan;2014;2014-01-01
31 Minas Gerais;1550;Jan;2014;2014-01-01
33 Rio de Janeiro;1296;Jan;2014;2014-01-01
26 Pernambuco;890;Jan;2014;2014-01-01
23 Ceará;907;Jan;2014;2014-01-01
41 Paraná;740;Jan;2014;2014-01-01
15 Pará;690;Jan;2014;2014-01-01
43 Rio Grande do Sul;647;Jan;2014;2014-01-01
21 Maranhão;631;Jan;2014;2014-01-01
42 Santa Catarina;543;Jan;2014;2014-01-01
13 Amazonas;542;Jan;2014;2014-01-01
52 Goiás;366;Jan;2014;2014-01-01
25 Paraíba;301;Jan;2014;2014-01-01
22 Piauí;377;Jan;2014;2014-01-01
27 Alagoas;259;Jan;2014;2014-01-01
28 Sergipe;312;Jan;2014;2014-01-01
24 Rio Grande do Norte;352;Jan;2014;2014-01-01
32 Espírito Santo;222;Jan;2014;2014-01-01
53 Distrito Federal;201;Jan;2014;2014-01-01
51 Mato Grosso;224;Jan;2014;2014-01-01
50 Mato Grosso do Sul;200;Jan;2014;2014-01-01
17 Tocantins;186;Jan;2014;2014-01-01
16 Amapá;116;Jan;2014;2014-01-01
11 Rondônia;171;Jan;2014;2014-01-01
12 Acre;143;Jan;2014;2014-01-01
14 Roraima;123;Jan;2014;2014-01-01
35 São Paulo;2665;Fev;2014;2014-02-01
29 Bahia;1559;Fev;2014;2014-02-01
31 Minas Gerais;1411;Fev;2014;2014-02-01
33 Rio de Janeiro;1122;Fev;2014;2014-02-01
26 Pernambuco;852;Fev;2014;2014-02-01
23 Ceará;754;Fev;2014;2014-02-01
41 Paraná;677;Fev;2014;2014-02-01
15 Pará;703;Fev;2014;2014-02-01
43 Rio Grande do Sul;580;Fev;2014;2014-02-01
21 Maranhão;671;Fev;2014;2014-02-01
42 Santa Catarina;528;Fev;2014;2014-02-01
13 Amazonas;471;Fev;2014;2014-02-01
52 Goiás;347;Fev;2014;2014-02-01
25 Paraíba;271;Fev;2014;2014-02-01
22 Piauí;278;Fev;2014;2014-02-01
27 Alagoas;266;Fev;2014;2014-02-01
28 Sergipe;260;Fev;2014;2014-02-01
24 Rio Grande do Norte;327;Fev;2014;2014-02-01
32 Espírito Santo;243;Fev;2014;2014-02-01
53 Distrito Federal;189;Fev;2014;2014-02-01
51 Mato Grosso;222;Fev;2014;2014-02-01
50 Mato Grosso do Sul;213;Fev;2014;2014-02-01
17 Tocantins;181;Fev;2014;2014-02-01
16 Amapá;139;Fev;2014;2014-02-01
11 Rondônia;161;Fev;2014;2014-02-01
12 Acre;114;Fev;2014;2014-02-01
14 Roraima;93;Fev;2014;2014-02-01
35 São Paulo;2641;Mar;2014;2014-03-01
29 Bahia;1489;Mar;2014;2014-03-01
31 Minas Gerais;1350;Mar;2014;2014-03-01
33 Rio de Janeiro;1077;Mar;2014;2014-03-01
26 Pernambuco;816;Mar;2014;2014-03-01
23 Ceará;860;Mar;2014;2014-03-01
41 Paraná;731;Mar;2014;2014-03-01
15 Pará;639;Mar;2014;2014-03-01
43 Rio Grande do Sul;541;Mar;2014;2014-03-01
21 Maranhão;654;Mar;2014;2014-03-01
42 Santa Catarina;458;Mar;2014;2014-03-01
13 Amazonas;471;Mar;2014;2014-03-01
52 Goiás;306;Mar;2014;2014-03-01
25 Paraíba;244;Mar;2014;2014-03-01
22 Piauí;300;Mar;2014;2014-03-01
27 Alagoas;272;Mar;2014;2014-03-01
28 Sergipe;306;Mar;2014;2014-03-01
24 Rio Grande do Norte;392;Mar;2014;2014-03-01
32 Espírito Santo;242;Mar;2014;2014-03-01
53 Distrito Federal;241;Mar;2014;2014-03-01
51 Mato Grosso;206;Mar;2014;2014-03-01
50 Mato Grosso do Sul;184;Mar;2014;2014-03-01
17 Tocantins;160;Mar;2014;2014-03-01
16 Amapá;132;Mar;2014;2014-03-01
11 Rondônia;241;Mar;2014;2014-03-01
12 Acre;109;Mar;2014;2014-03-01
14 Roraima;109;Mar;2014;2014-03-01
35 São Paulo;2620;Abr;2014;2014-04-01
29 Bahia;1364;Abr;2014;2014-04-01
31 Minas Gerais;1331;Abr;2014;2014-04-01
33 Rio de Janeiro;1158;Abr;2014;2014-04-01
26 Pernambuco;851;Abr;2014;2014-04-01
23 Ceará;726;Abr;2014;2014-04-01
41 Paraná;675;Abr;2014;2014-04-01
15 Pará;757;Abr;2014;2014-04-01
43 Rio Grande do Sul;481;Abr;2014;2014-04-01
21 Maranhão;592;Abr;2014;2014-04-01
42 Santa Catarina;457;Abr;2014;2014-04-01
13 Amazonas;498;Abr;2014;2014-04-01
52 Goiás;343;Abr;2014;2014-04-01
25 Paraíba;252;Abr;2014;2014-04-01
22 Piauí;282;Abr;2014;2014-04-01
27 Alagoas;254;Abr;2014;2014-04-01
28 Sergipe;245;Abr;2014;2014-04-01
24 Rio Grande do Norte;437;Abr;2014;2014-04-01
32 Espírito Santo;192;Abr;2014;2014-04-01
53 Distrito Federal;151;Abr;2014;2014-04-01
51 Mato Grosso;228;Abr;2014;2014-04-01
50 Mato Grosso do Sul;177;Abr;2014;2014-04-01
17 Tocantins;165;Abr;2014;2014-04-01
16 Amapá;142;Abr;2014;2014-04-01
11 Rondônia;92;Abr;2014;2014-04-01
12 Acre;86;Abr;2014;2014-04-01
14 Roraima;118;Abr;2014;2014-04-01
35 São Paulo;2645;Mai;2014;2014-05-01
29 Bahia;1332;Mai;2014;2014-05-01
31 Minas Gerais;1371;Mai;2014;2014-05-01
33 Rio de Janeiro;1203;Mai;2014;2014-05-01
26 Pernambuco;839;Mai;2014;2014-05-01
23 Ceará;797;Mai;2014;2014-05-01
41 Paraná;631;Mai;2014;2014-05-01
15 Pará;690;Mai;2014;2014-05-01
43 Rio Grande do Sul;495;Mai;2014;2014-05-01
21 Maranhão;630;Mai;2014;2014-05-01
42 Santa Catarina;471;Mai;2014;2014-05-01
13 Amazonas;466;Mai;2014;2014-05-01
52 Goiás;310;Mai;2014;2014-05-01
25 Paraíba;250;Mai;2014;2014-05-01
22 Piauí;278;Mai;2014;2014-05-01
27 Alagoas;266;Mai;2014;2014-05-01
28 Sergipe;243;Mai;2014;2014-05-01
24 Rio Grande do Norte;318;Mai;2014;2014-05-01
32 Espírito Santo;217;Mai;2014;2014-05-01
53 Distrito Federal;241;Mai;2014;2014-05-01
51 Mato Grosso;223;Mai;2014;2014-05-01
50 Mato Grosso do Sul;152;Mai;2014;2014-05-01
17 Tocantins;158;Mai;2014;2014-05-01
16 Amapá;170;Mai;2014;2014-05-01
11 Rondônia;185;Mai;2014;2014-05-01
12 Acre;113;Mai;2014;2014-05-01
14 Roraima;90;Mai;2014;2014-05-01
35 São Paulo;2555;Jun;2014;2014-06-01
29 Bahia;1342;Jun;2014;2014-06-01
31 Minas Gerais;1417;Jun;2014;2014-06-01
33 Rio de Janeiro;1070;Jun;2014;2014-06-01
26 Pernambuco;820;Jun;2014;2014-06-01
23 Ceará;682;Jun;2014;2014-06-01
41 Paraná;695;Jun;2014;2014-06-01
15 Pará;666;Jun;2014;2014-06-01
43 Rio Grande do Sul;504;Jun;2014;2014-06-01
21 Maranhão;596;Jun;2014;2014-06-01
42 Santa Catarina;416;Jun;2014;2014-06-01
13 Amazonas;446;Jun;2014;2014-06-01
52 Goiás;317;Jun;2014;2014-06-01
25 Paraíba;297;Jun;2014;2014-06-01
22 Piauí;316;Jun;2014;2014-06-01
27 Alagoas;278;Jun;2014;2014-06-01
28 Sergipe;256;Jun;2014;2014-06-01
24 Rio Grande do Norte;269;Jun;2014;2014-06-01
32 Espírito Santo;206;Jun;2014;2014-06-01
53 Distrito Federal;137;Jun;2014;2014-06-01
51 Mato Grosso;199;Jun;2014;2014-06-01
50 Mato Grosso do Sul;159;Jun;2014;2014-06-01
17 Tocantins;147;Jun;2014;2014-06-01
16 Amapá;50;Jun;2014;2014-06-01
11 Rondônia;128;Jun;2014;2014-06-01
12 Acre;112;Jun;2014;2014-06-01
14 Roraima;118;Jun;2014;2014-06-01
35 São Paulo;2859;Jul;2014;2014-07-01
29 Bahia;1588;Jul;2014;2014-07-01
31 Minas Gerais;1590;Jul;2014;2014-07-01
33 Rio de Janeiro;1296;Jul;2014;2014-07-01
26 Pernambuco;810;Jul;2014;2014-07-01
23 Ceará;838;Jul;2014;2014-07-01
41 Paraná;755;Jul;2014;2014-07-01
15 Pará;576;Jul;2014;2014-07-01
43 Rio Grande do Sul;563;Jul;2014;2014-07-01
21 Maranhão;637;Jul;2014;2014-07-01
42 Santa Catarina;500;Jul;2014;2014-07-01
13 Amazonas;430;Jul;2014;2014-07-01
52 Goiás;312;Jul;2014;2014-07-01
25 Paraíba;303;Jul;2014;2014-07-01
22 Piauí;269;Jul;2014;2014-07-01
27 Alagoas;263;Jul;2014;2014-07-01
28 Sergipe;247;Jul;2014;2014-07-01
24 Rio Grande do Norte;313;Jul;2014;2014-07-01
32 Espírito Santo;231;Jul;2014;2014-07-01
53 Distrito Federal;203;Jul;2014;2014-07-01
51 Mato Grosso;211;Jul;2014;2014-07-01
50 Mato Grosso do Sul;174;Jul;2014;2014-07-01
17 Tocantins;177;Jul;2014;2014-07-01
16 Amapá;150;Jul;2014;2014-07-01
11 Rondônia;171;Jul;2014;2014-07-01
12 Acre;72;Jul;2014;2014-07-01
14 Roraima;100;Jul;2014;2014-07-01
35 São Paulo;3098;Ago;2014;2014-08-01
29 Bahia;1611;Ago;2014;2014-08-01
31 Minas Gerais;1438;Ago;2014;2014-08-01
33 Rio de Janeiro;1325;Ago;2014;2014-08-01
26 Pernambuco;770;Ago;2014;2014-08-01
23 Ceará;825;Ago;2014;2014-08-01
41 Paraná;778;Ago;2014;2014-08-01
15 Pará;693;Ago;2014;2014-08-01
43 Rio Grande do Sul;544;Ago;2014;2014-08-01
21 Maranhão;665;Ago;2014;2014-08-01
42 Santa Catarina;571;Ago;2014;2014-08-01
13 Amazonas;432;Ago;2014;2014-08-01
52 Goiás;347;Ago;2014;2014-08-01
25 Paraíba;319;Ago;2014;2014-08-01
22 Piauí;342;Ago;2014;2014-08-01
27 Alagoas;287;Ago;2014;2014-08-01
28 Sergipe;251;Ago;2014;2014-08-01
24 Rio Grande do Norte;280;Ago;2014;2014-08-01
32 Espírito Santo;246;Ago;2014;2014-08-01
53 Distrito Federal;271;Ago;2014;2014-08-01
51 Mato Grosso;213;Ago;2014;2014-08-01
50 Mato Grosso do Sul;149;Ago;2014;2014-08-01
17 Tocantins;167;Ago;2014;2014-08-01
16 Amapá;145;Ago;2014;2014-08-01
11 Rondônia;117;Ago;2014;2014-08-01
12 Acre;87;Ago;2014;2014-08-01
14 Roraima;78;Ago;2014;2014-08-01
35 São Paulo;2950;Set;2014;2014-09-01
29 Bahia;1710;Set;2014;2014-09-01
31 Minas Gerais;1579;Set;2014;2014-09-01
33 Rio de Janeiro;1589;Set;2014;2014-09-01
26 Pernambuco;913;Set;2014;2014-09-01
23 Ceará;875;Set;2014;2014-09-01
41 Paraná;823;Set;2014;2014-09-01
15 Pará;715;Set;2014;2014-09-01
43 Rio Grande do Sul;659;Set;2014;2014-09-01
21 Maranhão;604;Set;2014;2014-09-01
42 Santa Catarina;565;Set;2014;2014-09-01
13 Amazonas;425;Set;2014;2014-09-01
52 Goiás;362;Set;2014;2014-09-01
25 Paraíba;319;Set;2014;2014-09-01
22 Piauí;311;Set;2014;2014-09-01
27 Alagoas;246;Set;2014;2014-09-01
28 Sergipe;292;Set;2014;2014-09-01
24 Rio Grande do Norte;316;Set;2014;2014-09-01
32 Espírito Santo;259;Set;2014;2014-09-01
53 Distrito Federal;237;Set;2014;2014-09-01
51 Mato Grosso;231;Set;2014;2014-09-01
50 Mato Grosso do Sul;181;Set;2014;2014-09-01
17 Tocantins;179;Set;2014;2014-09-01
16 Amapá;125;Set;2014;2014-09-01
11 Rondônia;137;Set;2014;2014-09-01
12 Acre;109;Set;2014;2014-09-01
14 Roraima;75;Set;2014;2014-09-01
35 São Paulo;3135;Out;2014;2014-10-01
29 Bahia;1757;Out;2014;2014-10-01
31 Minas Gerais;1451;Out;2014;2014-10-01
33 Rio de Janeiro;1321;Out;2014;2014-10-01
26 Pernambuco;892;Out;2014;2014-10-01
23 Ceará;887;Out;2014;2014-10-01
41 Paraná;785;Out;2014;2014-10-01
15 Pará;637;Out;2014;2014-10-01
43 Rio Grande do Sul;717;Out;2014;2014-10-01
21 Maranhão;625;Out;2014;2014-10-01
42 Santa Catarina;588;Out;2014;2014-10-01
13 Amazonas;456;Out;2014;2014-10-01
52 Goiás;357;Out;2014;2014-10-01
25 Paraíba;339;Out;2014;2014-10-01
22 Piauí;263;Out;2014;2014-10-01
27 Alagoas;301;Out;2014;2014-10-01
28 Sergipe;230;Out;2014;2014-10-01
24 Rio Grande do Norte;348;Out;2014;2014-10-01
32 Espírito Santo;250;Out;2014;2014-10-01
53 Distrito Federal;207;Out;2014;2014-10-01
51 Mato Grosso;244;Out;2014;2014-10-01
50 Mato Grosso do Sul;201;Out;2014;2014-10-01
17 Tocantins;186;Out;2014;2014-10-01
16 Amapá;138;Out;2014;2014-10-01
11 Rondônia;143;Out;2014;2014-10-01
12 Acre;128;Out;2014;2014-10-01
14 Roraima;46;Out;2014;2014-10-01
35 São Paulo;3062;Nov;2014;2014-11-01
29 Bahia;1577;Nov;2014;2014-11-01
31 Minas Gerais;1559;Nov;2014;2014-11-01
33 Rio de Janeiro;1419;Nov;2014;2014-11-01
26 Pernambuco;886;Nov;2014;2014-11-01
23 Ceará;957;Nov;2014;2014-11-01
41 Paraná;813;Nov;2014;2014-11-01
15 Pará;674;Nov;2014;2014-11-01
43 Rio Grande do Sul;631;Nov;2014;2014-11-01
21 Maranhão;635;Nov;2014;2014-11-01
42 Santa Catarina;544;Nov;2014;2014-11-01
13 Amazonas;345;Nov;2014;2014-11-01
52 Goiás;322;Nov;2014;2014-11-01
25 Paraíba;336;Nov;2014;2014-11-01
22 Piauí;377;Nov;2014;2014-11-01
27 Alagoas;278;Nov;2014;2014-11-01
28 Sergipe;257;Nov;2014;2014-11-01
24 Rio Grande do Norte;306;Nov;2014;2014-11-01
32 Espírito Santo;280;Nov;2014;2014-11-01
53 Distrito Federal;244;Nov;2014;2014-11-01
51 Mato Grosso;254;Nov;2014;2014-11-01
50 Mato Grosso do Sul;194;Nov;2014;2014-11-01
17 Tocantins;194;Nov;2014;2014-11-01
16 Amapá;114;Nov;2014;2014-11-01
11 Rondônia;163;Nov;2014;2014-11-01
12 Acre;102;Nov;2014;2014-11-01
14 Roraima;120;Nov;2014;2014-11-01
35 São Paulo;2770;Dez;2014;2014-12-01
29 Bahia;1451;Dez;2014;2014-12-01
31 Minas Gerais;1383;Dez;2014;2014-12-01
33 Rio de Janeiro;1217;Dez;2014;2014-12-01
26 Pernambuco;873;Dez;2014;2014-12-01
23 Ceará;834;Dez;2014;2014-12-01
41 Paraná;807;Dez;2014;2014-12-01
15 Pará;619;Dez;2014;2014-12-01
43 Rio Grande do Sul;601;Dez;2014;2014-12-01
21 Maranhão;640;Dez;2014;2014-12-01
42 Santa Catarina;484;Dez;2014;2014-12-01
13 Amazonas;416;Dez;2014;2014-12-01
52 Goiás;353;Dez;2014;2014-12-01
25 Paraíba;320;Dez;2014;2014-12-01
